 format: day,hour,forecast,value location:92_132 Start : 20250609 
 21,2030,+5,0.000000 
 21,2030,+6,0.000000 
 21,2130,+1,0.000000 
 21,2130,+2,0.000000 
 21,2130,+3,0.000000 
 21,2130,+4,0.000000 
 21,2130,+5,0.000000 
 21,2130,+6,0.000000 
 21,2230,+1,0.000000 
 21,2230,+2,0.000000 
 21,2230,+3,0.000000 
 21,2230,+4,0.000000 
 21,2230,+5,0.000000 
 21,2230,+6,0.000000 
 21,2330,+1,0.000000 
 21,2330,+2,0.000000 
 21,2330,+3,0.000000 
 21,2330,+4,0.000000 
 21,2330,+5,0.000000 
 21,2330,+6,0.000000 
 Start : 20250622 
 22,0030,+1,0.000000 
 22,0030,+2,0.000000 
 22,0030,+3,0.000000 
 22,0030,+4,0.000000 
 22,0030,+5,0.000000 
 22,0030,+6,0.000000 
 22,0130,+1,0.000000 
 22,0130,+2,0.000000 
 22,0130,+3,0.000000 
 22,0130,+4,0.000000 
 22,0130,+5,0.000000 
 22,0130,+6,0.000000 
 22,0230,+1,0.000000 
 22,0230,+2,0.000000 
 22,0230,+3,0.000000 
 22,0230,+4,0.000000 
 22,0230,+5,0.000000 
 22,0230,+6,0.000000 
 22,0330,+1,0.000000 
 22,0330,+2,0.000000 
 22,0330,+3,0.000000 
 22,0330,+4,0.000000 
 22,0330,+5,0.000000 
 22,0330,+6,0.000000 
 22,0430,+1,0.000000 
 22,0430,+2,0.000000 
 22,0430,+3,0.000000 
 22,0430,+4,0.000000 
 22,0430,+5,0.000000 
 22,0430,+6,0.000000 
 22,0530,+1,0.000000 
 22,0530,+2,0.000000 
 22,0530,+3,0.000000 
 22,0530,+4,0.000000 
 22,0530,+5,0.000000 
 22,0530,+6,0.000000 
 22,0630,+1,0.000000 
 22,0630,+2,0.000000 
 22,0630,+3,0.000000 
 22,0630,+4,0.000000 
 22,0630,+5,0.000000 
 22,0630,+6,0.000000 
 22,0730,+1,0.000000 
 22,0730,+2,0.000000 
 22,0730,+3,0.000000 
 22,0730,+4,0.000000 
 22,0730,+5,0.000000 
 22,0730,+6,0.000000 
 22,0830,+1,0.000000 
 22,0830,+2,0.000000 
 22,0830,+3,0.000000 
 22,0830,+4,0.000000 
 22,0830,+5,0.000000 
 22,0830,+6,0.000000 
 22,0930,+1,0.000000 
 22,0930,+2,0.000000 
 22,0930,+3,0.000000 
 22,0930,+4,0.000000 
 22,0930,+5,0.000000 
 22,0930,+6,0.000000 
 22,1030,+1,0.000000 
 22,1030,+2,0.000000 
 22,1030,+3,0.000000 
 22,1030,+4,0.000000 
 22,1030,+5,0.000000 
 22,1030,+6,0.000000 
 22,1130,+1,0.000000 
 22,1130,+2,0.000000 
 22,1130,+3,0.000000 
 22,1130,+4,0.000000 
 22,1130,+5,0.000000 
 22,1130,+6,0.000000 
 22,1230,+1,0.000000 
 22,1230,+2,0.000000 
 22,1230,+3,0.000000 
 22,1230,+4,0.000000 
 22,1230,+5,0.000000 
 22,1230,+6,0.000000 
 22,1330,+1,0.000000 
 22,1330,+2,0.000000 
 22,1330,+3,0.000000 
 22,1330,+4,0.000000 
 22,1330,+5,0.000000 
 22,1330,+6,0.000000 
 22,1430,+1,0.000000 
 22,1430,+2,0.000000 
 22,1430,+3,0.000000 
 22,1430,+4,0.000000 
 22,1430,+5,0.000000 
 22,1430,+6,0.000000 
 22,1530,+1,0.000000 
 22,1530,+2,0.000000 
 22,1530,+3,0.000000 
 22,1530,+4,0.000000 
 22,1530,+5,0.000000 
 22,1530,+6,0.000000 
 22,1630,+1,0.000000 
 22,1630,+2,0.000000 
 22,1630,+3,0.000000 
 22,1630,+4,0.000000 
 22,1630,+5,0.000000 
 22,1630,+6,0.000000 
 22,1730,+1,0.000000 
 22,1730,+2,0.000000 
 22,1730,+3,0.000000 
 22,1730,+4,0.000000 
 22,1730,+5,0.000000 
 22,1730,+6,0.000000 
 22,1830,+1,0.000000 
 22,1830,+2,0.000000 
 22,1830,+3,0.000000 
 22,1830,+4,0.000000 
 22,1830,+5,0.000000 
 22,1830,+6,0.000000 
 22,1930,+1,0.000000 
 22,1930,+2,0.000000 
 22,1930,+3,0.000000 
 22,1930,+4,0.000000 
 22,1930,+5,0.000000 
 22,1930,+6,0.000000 
 22,2030,+1,0.000000 
 22,2030,+2,0.000000 
 22,2030,+3,0.000000 
 22,2030,+4,0.000000 
 22,2030,+5,0.000000 
 22,2030,+6,0.000000 
 22,2130,+1,0.000000 
 22,2130,+2,0.000000 
 22,2130,+3,0.000000 
 22,2130,+4,0.000000 
 22,2130,+5,0.000000 
 22,2130,+6,0.000000 
 22,2230,+1,0.000000 
 22,2230,+2,0.000000 
 22,2230,+3,0.000000 
 22,2230,+4,0.000000 
 22,2230,+5,0.000000 
 22,2230,+6,0.000000 
 22,2330,+1,0.000000 
 22,2330,+2,0.000000 
 22,2330,+3,0.000000 
 22,2330,+4,0.000000 
 22,2330,+5,0.000000 
 22,2330,+6,0.000000 
 Start : 20250623 
 23,0030,+1,0.000000 
 23,0030,+2,0.000000 
 23,0030,+3,0.000000 
 23,0030,+4,0.000000 
 23,0030,+5,0.000000 
 23,0030,+6,0.000000 
 23,0130,+1,0.000000 
 23,0130,+2,0.000000 
 23,0130,+3,0.000000 
 23,0130,+4,0.000000 
 23,0130,+5,0.000000 
 23,0130,+6,0.000000 
 23,0230,+1,0.000000 
 23,0230,+2,0.000000 
 23,0230,+3,0.000000 
 23,0230,+4,0.000000 
 23,0230,+5,0.000000 
 23,0230,+6,0.000000 
 23,0330,+1,0.000000 
 23,0330,+2,0.000000 
 23,0330,+3,0.000000 
 23,0330,+4,0.000000 
 23,0330,+5,0.000000 
 23,0330,+6,0.000000 
 23,0430,+1,0.000000 
 23,0430,+2,0.000000 
 23,0430,+3,0.000000 
 23,0430,+4,0.000000 
 23,0430,+5,0.000000 
 23,0430,+6,0.000000 
 23,0530,+1,0.000000 
 23,0530,+2,0.000000 
 23,0530,+3,0.000000 
 23,0530,+4,0.000000 
 23,0530,+5,0.000000 
 23,0530,+6,0.000000 
 23,0630,+1,0.000000 
 23,0630,+2,0.000000 
 23,0630,+3,0.000000 
 23,0630,+4,0.000000 
 23,0630,+5,0.000000 
 23,0630,+6,0.000000 
 23,0730,+1,0.000000 
 23,0730,+2,0.000000 
 23,0730,+3,0.000000 
 23,0730,+4,0.000000 
 23,0730,+5,0.000000 
 23,0730,+6,0.000000 
 23,0830,+1,0.000000 
 23,0830,+2,0.000000 
 23,0830,+3,0.000000 
 23,0830,+4,0.000000 
 23,0830,+5,0.000000 
 23,0830,+6,0.000000 
 23,0930,+1,0.000000 
 23,0930,+2,0.000000 
 23,0930,+3,0.000000 
 23,0930,+4,0.000000 
 23,0930,+5,0.000000 
 23,0930,+6,0.000000 
 23,1030,+1,0.000000 
 23,1030,+2,0.000000 
 23,1030,+3,0.000000 
 23,1030,+4,0.000000 
 23,1030,+5,0.000000 
 23,1030,+6,0.000000 
 23,1130,+1,0.000000 
 23,1130,+2,0.000000 
 23,1130,+3,0.000000 
 23,1130,+4,0.000000 
 23,1130,+5,0.000000 
 23,1130,+6,0.000000 
 23,1230,+1,0.000000 
 23,1230,+2,0.000000 
 23,1230,+3,0.000000 
 23,1230,+4,0.000000 
 23,1230,+5,0.000000 
 23,1230,+6,0.000000 
 23,1330,+1,0.000000 
 23,1330,+2,0.000000 
 23,1330,+3,0.000000 
 23,1330,+4,0.000000 
 23,1330,+5,0.000000 
 23,1330,+6,0.000000 
 23,1430,+1,0.000000 
 23,1430,+2,0.000000 
 23,1430,+3,0.000000 
 23,1430,+4,0.000000 
 23,1430,+5,0.000000 
 23,1430,+6,0.000000 
 23,1530,+1,0.000000 
 23,1530,+2,0.000000 
 23,1530,+3,0.000000 
 23,1530,+4,0.000000 
 23,1530,+5,0.000000 
 23,1530,+6,0.000000 
 23,1630,+1,0.000000 
 23,1630,+2,0.000000 
 23,1630,+3,0.000000 
 23,1630,+4,0.000000 
 23,1630,+5,0.000000 
 23,1630,+6,0.000000 
 23,1730,+1,0.000000 
 23,1730,+2,0.000000 
 23,1730,+3,0.000000 
 23,1730,+4,0.000000 
 23,1730,+5,0.000000 
 23,1730,+6,0.000000 
 23,1830,+1,0.000000 
 23,1830,+2,0.000000 
 23,1830,+3,0.000000 
 23,1830,+4,0.000000 
 23,1830,+5,0.000000 
 23,1830,+6,0.000000 
 23,1930,+1,0.000000 
 23,1930,+2,0.000000 
 23,1930,+3,0.000000 
 23,1930,+4,0.000000 
 23,1930,+5,0.000000 
 23,1930,+6,0.000000 
 23,2030,+1,0.000000 
 23,2030,+2,0.000000 
 23,2030,+3,0.000000 
 23,2030,+4,0.000000 
 23,2030,+5,0.000000 
 23,2030,+6,0.000000 
 23,2130,+1,0.000000 
 23,2130,+2,0.000000 
 23,2130,+3,0.000000 
 23,2130,+4,0.000000 
 23,2130,+5,0.000000 
 23,2130,+6,0.000000 
 23,2230,+1,0.000000 
 23,2230,+2,0.000000 
 23,2230,+3,0.000000 
 23,2230,+4,0.000000 
 23,2230,+5,0.000000 
 23,2230,+6,0.000000 
 23,2330,+1,0.000000 
 23,2330,+2,0.000000 
 23,2330,+3,0.000000 
 23,2330,+4,0.000000 
 23,2330,+5,0.000000 
 23,2330,+6,0.000000 
 Start : 20250624 
 24,0030,+1,0.000000 
 24,0030,+2,0.000000 
 24,0030,+3,0.000000 
 24,0030,+4,0.000000 
 24,0030,+5,0.000000 
 24,0030,+6,0.000000 
 24,0130,+1,0.000000 
 24,0130,+2,0.000000 
 24,0130,+3,0.000000 
 24,0130,+4,0.000000 
 24,0130,+5,0.000000 
 24,0130,+6,0.000000 
 24,0230,+1,0.000000 
 24,0230,+2,0.000000 
 24,0230,+3,0.000000 
 24,0230,+4,0.000000 
 24,0230,+5,0.000000 
 24,0230,+6,0.000000 
 24,0330,+1,0.000000 
 24,0330,+2,0.000000 
 24,0330,+3,0.000000 
 24,0330,+4,0.000000 
 24,0330,+5,0.000000 
 24,0330,+6,0.000000 
 24,0430,+1,0.000000 
 24,0430,+2,0.000000 
 24,0430,+3,0.000000 
 24,0430,+4,0.000000 
 24,0430,+5,0.000000 
 24,0430,+6,0.000000 
 24,0530,+1,0.000000 
 24,0530,+2,0.000000 
 24,0530,+3,0.000000 
 24,0530,+4,0.000000 
 24,0530,+5,0.000000 
 24,0530,+6,0.000000 
 24,0630,+1,0.000000 
 24,0630,+2,0.000000 
 24,0630,+3,0.000000 
 24,0630,+4,0.000000 
 24,0630,+5,0.000000 
 24,0630,+6,0.000000 
 24,0730,+1,0.000000 
 24,0730,+2,0.000000 
 24,0730,+3,0.000000 
 24,0730,+4,0.000000 
 24,0730,+5,0.000000 
 24,0730,+6,0.000000 
 24,0830,+1,0.000000 
 24,0830,+2,0.000000 
 24,0830,+3,0.000000 
 24,0830,+4,0.000000 
 24,0830,+5,0.000000 
 24,0830,+6,0.000000 
 24,0930,+1,0.000000 
 24,0930,+2,1.000000 
 24,0930,+3,1.000000 
 24,0930,+4,1.000000 
 24,0930,+5,0.000000 
 24,0930,+6,0.000000 
 24,1030,+1,5.000000 
 24,1030,+2,5.000000 
 24,1030,+3,1.000000 
 24,1030,+4,5.000000 
 24,1030,+5,0.000000 
 24,1030,+6,1.000000 
 24,1130,+1,0.000000 
 24,1130,+2,0.000000 
 24,1130,+3,1.000000 
 24,1130,+4,0.000000 
 24,1130,+5,0.000000 
 24,1130,+6,0.000000 
 24,1230,+1,0.000000 
 24,1230,+2,1.000000 
 24,1230,+3,5.000000 
 24,1230,+4,0.000000 
 24,1230,+5,0.000000 
 24,1230,+6,0.000000 
 24,1330,+1,0.000000 
 24,1330,+2,0.000000 
 24,1330,+3,5.000000 
 24,1330,+4,0.000000 
 24,1330,+5,0.000000 
 24,1330,+6,1.000000 
 24,1430,+1,0.000000 
 24,1430,+2,0.000000 
 24,1430,+3,5.000000 
 24,1430,+4,1.000000 
 24,1430,+5,1.000000 
 24,1430,+6,1.000000 
 24,1530,+1,0.000000 
 24,1530,+2,0.000000 
 24,1530,+3,1.000000 
 24,1530,+4,1.000000 
 24,1530,+5,1.000000 
 24,1530,+6,0.000000 
 24,1630,+1,0.000000 
 24,1630,+2,0.000000 
 24,1630,+3,0.000000 
 24,1630,+4,1.000000 
 24,1630,+5,1.000000 
 24,1630,+6,0.000000 
 24,1730,+1,0.000000 
 24,1730,+2,1.000000 
 24,1730,+3,1.000000 
 24,1730,+4,1.000000 
 24,1730,+5,0.000000 
 24,1730,+6,1.000000 
 24,1830,+1,1.000000 
 24,1830,+2,1.000000 
 24,1830,+3,1.000000 
 24,1830,+4,0.000000 
 24,1830,+5,0.000000 
 24,1830,+6,1.000000 
 24,1930,+1,1.000000 
 24,1930,+2,1.000000 
 24,1930,+3,0.000000 
 24,1930,+4,0.000000 
 24,1930,+5,0.000000 
 24,1930,+6,0.000000 
 24,2030,+1,1.000000 
 24,2030,+2,5.000000 
 24,2030,+3,0.000000 
 24,2030,+4,0.000000 
 24,2030,+5,0.000000 
 24,2030,+6,0.000000 
 24,2130,+1,0.000000 
 24,2130,+2,0.000000 
 24,2130,+3,0.000000 
 24,2130,+4,0.000000 
 24,2130,+5,0.000000 
 24,2130,+6,0.000000 
 24,2230,+1,5.000000 
 24,2230,+2,0.000000 
 24,2230,+3,0.000000 
 24,2230,+4,0.000000 
 24,2230,+5,0.000000 
 24,2230,+6,0.000000 
 24,2330,+1,0.000000 
 24,2330,+2,0.000000 
 24,2330,+3,0.000000 
 24,2330,+4,0.000000 
 24,2330,+5,0.000000 
 24,2330,+6,0.000000 
 Start : 20250625 
 25,0030,+1,0.000000 
 25,0030,+2,0.000000 
 25,0030,+3,5.000000 
 25,0030,+4,5.000000 
 25,0030,+5,0.000000 
 25,0030,+6,0.000000 
 25,0130,+1,0.000000 
 25,0130,+2,0.000000 
 25,0130,+3,0.000000 
 25,0130,+4,0.000000 
 25,0130,+5,0.000000 
 25,0130,+6,5.000000 
 25,0230,+1,0.000000 
 25,0230,+2,0.000000 
 25,0230,+3,5.000000 
 25,0230,+4,0.000000 
 25,0230,+5,0.000000 
 25,0230,+6,0.000000 
 25,0330,+1,0.000000 
 25,0330,+2,0.000000 
 25,0330,+3,0.000000 
 25,0330,+4,1.000000 
 25,0330,+5,1.000000 
 25,0330,+6,1.000000 
 25,0430,+1,0.000000 
 25,0430,+2,0.000000 
 25,0430,+3,0.000000 
 25,0430,+4,1.000000 
 25,0430,+5,1.000000 
 25,0430,+6,1.000000 
 25,0530,+1,0.000000 
 25,0530,+2,5.000000 
 25,0530,+3,5.000000 
 25,0530,+4,0.000000 
 25,0530,+5,1.000000 
 25,0530,+6,1.000000 
 25,0630,+1,0.000000 
 25,0630,+2,5.000000 
 25,0630,+3,0.000000 
 25,0630,+4,0.000000 
 25,0630,+5,1.000000 
 25,0630,+6,1.000000 
 25,0730,+1,0.000000 
 25,0730,+2,0.000000 
 25,0730,+3,0.000000 
 25,0730,+4,1.000000 
 25,0730,+5,1.000000 
 25,0730,+6,1.000000 
 25,0830,+1,1.000000 
 25,0830,+2,5.000000 
 25,0830,+3,0.000000 
 25,0830,+4,0.000000 
 25,0830,+5,0.000000 
 25,0830,+6,0.000000 
 25,0930,+1,0.000000 
 25,0930,+2,0.000000 
 25,0930,+3,0.000000 
 25,0930,+4,0.000000 
 25,0930,+5,0.000000 
 25,0930,+6,0.000000 
 25,1030,+1,0.000000 
 25,1030,+2,0.000000 
 25,1030,+3,0.000000 
 25,1030,+4,0.000000 
 25,1030,+5,0.000000 
 25,1030,+6,0.000000 
 25,1130,+1,0.000000 
 25,1130,+2,0.000000 
 25,1130,+3,0.000000 
 25,1130,+4,0.000000 
 25,1130,+5,0.000000 
 25,1130,+6,0.000000 
 25,1230,+1,0.000000 
 25,1230,+2,0.000000 
 25,1230,+3,0.000000 
 25,1230,+4,0.000000 
 25,1230,+5,0.000000 
 25,1230,+6,0.000000 
 25,1330,+1,0.000000 
 25,1330,+2,0.000000 
 25,1330,+3,0.000000 
 25,1330,+4,0.000000 
 25,1330,+5,0.000000 
 25,1330,+6,0.000000 
 25,1430,+1,0.000000 
 25,1430,+2,0.000000 
 25,1430,+3,0.000000 
 25,1430,+4,0.000000 
 25,1430,+5,0.000000 
 25,1430,+6,0.000000 
 25,1530,+1,0.000000 
 25,1530,+2,0.000000 
 25,1530,+3,0.000000 
 25,1530,+4,0.000000 
 25,1530,+5,0.000000 
 25,1530,+6,0.000000 
 25,1630,+1,0.000000 
 25,1630,+2,0.000000 
 25,1630,+3,0.000000 
 25,1630,+4,0.000000 
 25,1630,+5,0.000000 
 25,1630,+6,0.000000 
 25,1730,+1,0.000000 
 25,1730,+2,0.000000 
 25,1730,+3,0.000000 
 25,1730,+4,0.000000 
 25,1730,+5,0.000000 
 25,1730,+6,0.000000 
 25,1830,+1,0.000000 
 25,1830,+2,0.000000 
 25,1830,+3,0.000000 
 25,1830,+4,0.000000 
 25,1830,+5,0.000000 
 25,1830,+6,0.000000 
 25,1930,+1,0.000000 
 25,1930,+2,5.000000 
 25,1930,+3,0.000000 
 25,1930,+4,0.000000 
 25,1930,+5,0.000000 
 25,1930,+6,0.000000 
 25,2030,+1,0.000000 
 25,2030,+2,0.000000 
 25,2030,+3,0.000000 
 25,2030,+4,0.000000 
 25,2030,+5,0.000000 
 25,2030,+6,0.000000 
 25,2130,+1,0.000000 
 25,2130,+2,0.000000 
 25,2130,+3,0.000000 
 25,2130,+4,0.000000 
 25,2130,+5,0.000000 
 25,2130,+6,0.000000 
 25,2230,+1,0.000000 
 25,2230,+2,0.000000 
 25,2230,+3,0.000000 
 25,2230,+4,0.000000 
 25,2230,+5,0.000000 
 25,2230,+6,0.000000 
 25,2330,+1,0.000000 
 25,2330,+2,0.000000 
 25,2330,+3,0.000000 
 25,2330,+4,0.000000 
 25,2330,+5,0.000000 
 25,2330,+6,0.000000 
 Start : 20250626 
 26,0030,+1,0.000000 
 26,0030,+2,0.000000 
 26,0030,+3,0.000000 
 26,0030,+4,0.000000 
 26,0030,+5,0.000000 
 26,0030,+6,0.000000 
 26,0130,+1,0.000000 
 26,0130,+2,0.000000 
 26,0130,+3,0.000000 
 26,0130,+4,0.000000 
 26,0130,+5,0.000000 
 26,0130,+6,0.000000 
 26,0230,+1,0.000000 
 26,0230,+2,0.000000 
 26,0230,+3,0.000000 
 26,0230,+4,0.000000 
 26,0230,+5,0.000000 
 26,0230,+6,0.000000 
 26,0330,+1,0.000000 
 26,0330,+2,0.000000 
 26,0330,+3,0.000000 
 26,0330,+4,0.000000 
 26,0330,+5,0.000000 
 26,0330,+6,0.000000 
 26,0430,+1,0.000000 
 26,0430,+2,0.000000 
 26,0430,+3,0.000000 
 26,0430,+4,0.000000 
 26,0430,+5,0.000000 
 26,0430,+6,0.000000 
 26,0530,+1,0.000000 
 26,0530,+2,0.000000 
 26,0530,+3,0.000000 
 26,0530,+4,0.000000 
 26,0530,+5,0.000000 
 26,0530,+6,0.000000 
 26,0630,+1,0.000000 
 26,0630,+2,0.000000 
 26,0630,+3,0.000000 
 26,0630,+4,0.000000 
 26,0630,+5,0.000000 
 26,0630,+6,0.000000 
 26,0730,+1,0.000000 
 26,0730,+2,0.000000 
 26,0730,+3,0.000000 
 26,0730,+4,0.000000 
 26,0730,+5,0.000000 
 26,0730,+6,0.000000 
 26,0830,+1,0.000000 
 26,0830,+2,0.000000 
 26,0830,+3,0.000000 
 26,0830,+4,0.000000 
 26,0830,+5,0.000000 
 26,0830,+6,0.000000 
 26,0930,+1,0.000000 
 26,0930,+2,0.000000 
 26,0930,+3,0.000000 
 26,0930,+4,0.000000 
 26,0930,+5,0.000000 
 26,0930,+6,0.000000 
 26,1030,+1,0.000000 
 26,1030,+2,0.000000 
 26,1030,+3,0.000000 
 26,1030,+4,0.000000 
 26,1030,+5,0.000000 
 26,1030,+6,0.000000 
 26,1130,+1,0.000000 
 26,1130,+2,0.000000 
 26,1130,+3,0.000000 
 26,1130,+4,0.000000 
 26,1130,+5,0.000000 
 26,1130,+6,0.000000 
 26,1230,+1,0.000000 
 26,1230,+2,0.000000 
 26,1230,+3,0.000000 
 26,1230,+4,0.000000 
 26,1230,+5,0.000000 
 26,1230,+6,0.000000 
 26,1330,+1,0.000000 
 26,1330,+2,0.000000 
 26,1330,+3,0.000000 
 26,1330,+4,0.000000 
 26,1330,+5,0.000000 
 26,1330,+6,0.000000 
 26,1430,+1,0.000000 
 26,1430,+2,0.000000 
 26,1430,+3,0.000000 
 26,1430,+4,0.000000 
 26,1430,+5,0.000000 
 26,1430,+6,0.000000 
 26,1530,+1,0.000000 
 26,1530,+2,0.000000 
 26,1530,+3,0.000000 
 26,1530,+4,0.000000 
 26,1530,+5,0.000000 
 26,1530,+6,0.000000 
 26,1630,+1,0.000000 
 26,1630,+2,0.000000 
 26,1630,+3,0.000000 
 26,1630,+4,0.000000 
 26,1630,+5,0.000000 
 26,1630,+6,0.000000 
 26,1730,+1,0.000000 
 26,1730,+2,0.000000 
 26,1730,+3,0.000000 
 26,1730,+4,0.000000 
 26,1730,+5,0.000000 
 26,1730,+6,0.000000 
 26,1830,+1,0.000000 
 26,1830,+2,0.000000 
 26,1830,+3,0.000000 
 26,1830,+4,0.000000 
 26,1830,+5,0.000000 
 26,1830,+6,0.000000 
 26,1930,+1,0.000000 
 26,1930,+2,0.000000 
 26,1930,+3,0.000000 
 26,1930,+4,0.000000 
 26,1930,+5,0.000000 
 26,1930,+6,0.000000 
 26,2030,+1,0.000000 
 26,2030,+2,0.000000 
 26,2030,+3,0.000000 
 26,2030,+4,0.000000 
 26,2030,+5,0.000000 
 26,2030,+6,0.000000 
 26,2130,+1,0.000000 
 26,2130,+2,0.000000 
 26,2130,+3,0.000000 
 26,2130,+4,0.000000 
 26,2130,+5,0.000000 
 26,2130,+6,0.000000 
 26,2230,+1,0.000000 
 26,2230,+2,0.000000 
 26,2230,+3,0.000000 
 26,2230,+4,0.000000 
 26,2230,+5,0.000000 
 26,2230,+6,0.000000 
 26,2330,+1,0.000000 
 26,2330,+2,0.000000 
 26,2330,+3,0.000000 
 26,2330,+4,0.000000 
 26,2330,+5,0.000000 
 26,2330,+6,0.000000 
 Start : 20250627 
 27,0030,+1,0.000000 
 27,0030,+2,0.000000 
 27,0030,+3,0.000000 
 27,0030,+4,0.000000 
 27,0030,+5,0.000000 
 27,0030,+6,0.000000 
 27,0130,+1,0.000000 
 27,0130,+2,0.000000 
 27,0130,+3,0.000000 
 27,0130,+4,0.000000 
 27,0130,+5,0.000000 
 27,0130,+6,0.000000 
 27,0230,+1,0.000000 
 27,0230,+2,0.000000 
 27,0230,+3,0.000000 
 27,0230,+4,0.000000 
 27,0230,+5,0.000000 
 27,0230,+6,0.000000 
 27,0330,+1,0.000000 
 27,0330,+2,0.000000 
 27,0330,+3,0.000000 
 27,0330,+4,0.000000 
 27,0330,+5,0.000000 
 27,0330,+6,0.000000 
 27,0430,+1,0.000000 
 27,0430,+2,0.000000 
 27,0430,+3,0.000000 
 27,0430,+4,0.000000 
 27,0430,+5,0.000000 
 27,0430,+6,0.000000 
 27,0530,+1,0.000000 
 27,0530,+2,0.000000 
 27,0530,+3,0.000000 
 27,0530,+4,0.000000 
 27,0530,+5,0.000000 
 27,0530,+6,0.000000 
 27,0630,+1,0.000000 
 27,0630,+2,0.000000 
 27,0630,+3,0.000000 
 27,0630,+4,0.000000 
 27,0630,+5,0.000000 
 27,0630,+6,0.000000 
 27,0730,+1,0.000000 
 27,0730,+2,0.000000 
 27,0730,+3,0.000000 
 27,0730,+4,0.000000 
 27,0730,+5,0.000000 
 27,0730,+6,0.000000 
 27,0830,+1,0.000000 
 27,0830,+2,0.000000 
 27,0830,+3,0.000000 
 27,0830,+4,0.000000 
 27,0830,+5,0.000000 
 27,0830,+6,0.000000 
 27,0930,+1,0.000000 
 27,0930,+2,0.000000 
 27,0930,+3,0.000000 
 27,0930,+4,0.000000 
 27,0930,+5,0.000000 
 27,0930,+6,0.000000 
 27,1030,+1,0.000000 
 27,1030,+2,0.000000 
 27,1030,+3,0.000000 
 27,1030,+4,0.000000 
 27,1030,+5,0.000000 
 27,1030,+6,0.000000 
 27,1130,+1,0.000000 
 27,1130,+2,0.000000 
 27,1130,+3,0.000000 
 27,1130,+4,0.000000 
 27,1130,+5,0.000000 
 27,1130,+6,0.000000 
 27,1230,+1,0.000000 
 27,1230,+2,0.000000 
 27,1230,+3,0.000000 
 27,1230,+4,0.000000 
 27,1230,+5,0.000000 
 27,1230,+6,0.000000 
 27,1330,+1,0.000000 
 27,1330,+2,0.000000 
 27,1330,+3,0.000000 
 27,1330,+4,0.000000 
 27,1330,+5,0.000000 
 27,1330,+6,0.000000 
 27,1430,+1,0.000000 
 27,1430,+2,0.000000 
 27,1430,+3,0.000000 
 27,1430,+4,0.000000 
 27,1430,+5,0.000000 
 27,1430,+6,1.000000 
 27,1530,+1,0.000000 
 27,1530,+2,0.000000 
 27,1530,+3,0.000000 
 27,1530,+4,0.000000 
 27,1530,+5,1.000000 
 27,1530,+6,1.000000 
 27,1630,+1,0.000000 
 27,1630,+2,0.000000 
 27,1630,+3,0.000000 
 27,1630,+4,0.000000 
 27,1630,+5,1.000000 
 27,1630,+6,1.000000 
 27,1730,+1,0.000000 
 27,1730,+2,0.000000 
 27,1730,+3,0.000000 
 27,1730,+4,1.000000 
 27,1730,+5,1.000000 
 27,1730,+6,0.000000 
 27,1830,+1,0.000000 
 27,1830,+2,5.000000 
 27,1830,+3,5.000000 
 27,1830,+4,1.000000 
 27,1830,+5,0.000000 
 27,1830,+6,0.000000 
 27,1930,+1,0.000000 
 27,1930,+2,0.000000 
 27,1930,+3,0.000000 
 27,1930,+4,0.000000 
 27,1930,+5,1.000000 
 27,1930,+6,0.000000 
 27,2030,+1,0.000000 
 27,2030,+2,1.000000 
 27,2030,+3,0.000000 
 27,2030,+4,1.000000 
 27,2030,+5,1.000000 
 27,2030,+6,1.000000 
 27,2130,+1,1.000000 
 27,2130,+2,1.000000 
 27,2130,+3,0.000000 
 27,2130,+4,0.000000 
 27,2130,+5,1.000000 
 27,2130,+6,1.000000 
 27,2230,+1,1.000000 
 27,2230,+2,1.000000 
 27,2230,+3,0.000000 
 27,2230,+4,0.000000 
 27,2230,+5,0.000000 
 27,2230,+6,0.000000 
 27,2330,+1,1.000000 
 27,2330,+2,1.000000 
 27,2330,+3,0.000000 
 27,2330,+4,0.000000 
 27,2330,+5,0.000000 
 27,2330,+6,1.000000 
 Start : 20250628 
 28,0030,+1,1.000000 
 28,0030,+2,0.000000 
 28,0030,+3,0.000000 
 28,0030,+4,0.000000 
 28,0030,+5,1.000000 
 28,0030,+6,1.000000 
 28,0130,+1,0.000000 
 28,0130,+2,0.000000 
 28,0130,+3,0.000000 
 28,0130,+4,0.000000 
 28,0130,+5,1.000000 
 28,0130,+6,1.000000 
 28,0230,+1,0.000000 
 28,0230,+2,0.000000 
 28,0230,+3,0.000000 
 28,0230,+4,0.000000 
 28,0230,+5,0.000000 
 28,0230,+6,1.000000 
 28,0330,+1,0.000000 
 28,0330,+2,0.000000 
 28,0330,+3,0.000000 
 28,0330,+4,5.000000 
 28,0330,+5,1.000000 
 28,0330,+6,0.000000 
 28,0430,+1,0.000000 
 28,0430,+2,1.000000 
 28,0430,+3,0.000000 
 28,0430,+4,1.000000 
 28,0430,+5,1.000000 
 28,0430,+6,1.000000 
 28,0530,+1,1.000000 
 28,0530,+2,1.000000 
 28,0530,+3,0.000000 
 28,0530,+4,1.000000 
 28,0530,+5,0.000000 
 28,0530,+6,1.000000 
 28,0630,+1,1.000000 
 28,0630,+2,0.000000 
 28,0630,+3,1.000000 
 28,0630,+4,1.000000 
 28,0630,+5,1.000000 
 28,0630,+6,0.000000 
